id,area_id,name,google_search_keyword,google_place_id,address,latitude,longitude,tel,web,twitter,facebook,tabelog,can_auto_update,is_closed
15,1,和 藤もと,,ChIJPRZJsebnAGARWJ95U7mfSMA,大阪市北区豊崎3-6-11 エイトビル1F,34.710783,135.499158,06-6131-9710,,,https://ja-jp.facebook.com/wafujimoto/,https://tabelog.com/osaka/A2701/A270101/27104028/,1,0
16,1,日本酒食堂SO-KEN,,ChIJ__9IRITmAGARm7wSFnyCLBg,大阪市北区中津3-5-5,34.710369,135.493738,06-4256-8243,,,https://ja-jp.facebook.com/nihonsyusyokudousoken/,https://tabelog.com/osaka/A2701/A270101/27085474/,1,0
17,2,ソラマメ食堂,,ChIJ6f0nb5-ejl8R_yBq9dc9QSw,大阪市北区西天満5-11-3 河合ビル1F,34.698901,135.507425,06-6755-4460,,,https://ja-jp.facebook.com/soramameshokudou/,https://tabelog.com/osaka/A2701/A270103/27092476/,1,0
18,1,北龍,,ChIJizGHcOzmAGARIAiK2ptSTws,大阪市北区曽根崎2-5-37,34.699159,135.50119,06-6311-5212,,,https://ja-jp.facebook.com/hokryu/,https://tabelog.com/osaka/A2701/A270101/27001901/,1,0
19,1,居酒屋かんき,,ChIJMfISTxXnAGARkyUMLHHkHmw,大阪市北区梅田1-1-3 大阪駅前第3ビルB1Fー54,34.698779,135.499416,06-4798-7225,,https://twitter.com/mugihey,https://ja-jp.facebook.com/izakaya.kanki/,https://tabelog.com/osaka/A2701/A270101/27001375/,1,0
20,1,創作居酒屋なごみ,,,大阪市北区梅田1-2-2 大阪駅前第2ビルB1-43-1,34.698788,135.497962,050-5785-2965,,,,https://tabelog.com/osaka/A2701/A270101/27102436/,1,1
21,3,炭と日本酒 仁 福島店,,ChIJS_cu2WHmAGAR5I9yFGaBj-s,大阪市福島区福島6-3-8,34.698606,135.487314,06-6452-3603,,,,https://tabelog.com/osaka/A2701/A270108/27054826/,1,0
22,3,ジャックとマチルダ,,ChIJdR4SZMPnAGARQgn61s6mJoI,大阪市福島区福島5-6-8,34.696368,135.487408,,,,https://www.facebook.com/JackandMatilda/,https://tabelog.com/osaka/A2701/A270108/27092474/,1,0
23,3,和酒 吟蔵,,ChIJByPDVvXmAGARiiVMzqfAzdM,大阪市福島区福島1-6-14,34.695407,135.487747,06-6457-6630,,,https://ja-jp.facebook.com/washuginzo/,https://tabelog.com/osaka/A2701/A270108/27054598/,1,0
24,3,菜米炭,,ChIJG6sqN17mAGARd68Ela3Ebcs,大阪市福島区福島3-10-2,34.693532,135.484689,06-6136-4585,,https://twitter.com/sarada_srd,,https://tabelog.com/osaka/A2701/A270108/27099135/,1,0
25,3,日本酒弘大,,ChIJ_89WFl7mAGAR75wGXazOS04,大阪市福島区福島4-4-39,34.693243,135.483833,06-6448-1155,,https://twitter.com/nihonsyuhiroshi,,https://tabelog.com/osaka/A2701/A270108/27082723/,1,0
26,5,高麗橋 桜花,,ChIJrcI9FuXmAGAR1ZlzUh-O3Kw,大阪市中央区高麗橋4-5-13淀屋橋ｻﾃﾗｲﾄﾋﾞﾙ1F,34.690222,135.498146,06-6201-0223,,https://twitter.com/kouraibashiouka,https://www.facebook.com/kouraibashiouka/,https://tabelog.com/osaka/A2701/A270102/27049842/,1,0
27,5,寧,,ChIJxUXPVmupQjQRtBB6oj-S5qI,大阪市中央区石町2-1-7天満橋ｸﾞﾘｰﾝｺｰﾎﾟﾗｽ001,34.689464,135.514368,06-7174-3058,,,,https://tabelog.com/osaka/A2701/A270104/27061316/,1,0
28,5,和魂ほむら,,ChIJ8Rxz1y_nAGARv24DFLwl-94,大阪市中央区谷町3-2-14,34.682911,135.517603,06-6941-3322,,https://twitter.com/homura96,,https://tabelog.com/osaka/A2701/A270104/27014640/,1,0
29,5,蔵朱,,ChIJB-gsHCTnAGARblxdPdrtoxE,大阪市中央区南新町2-3-1ｽﾀｰｸｲｰﾝﾋﾞﾙ2F,34.684508,135.511912,06-6944-5377,,,,https://tabelog.com/osaka/A2701/A270104/27010828/,1,0
30,5,楽酒楽肴 越冬,,ChIJHWqxCiTnAGARZhniIdM5Dg0,大阪市中央区本町橋7-13 松井ビル1F,34.68319,135.511104,06-6943-8161,,https://twitter.com/tokoettoh,https://ja-jp.facebook.com/ettoh.jp/,https://tabelog.com/osaka/A2701/A270106/27061869/,1,0
31,5,ハナレノミ カジノバ,カジノバ,ChIJ7wvS0OHmAGARmipXw6rMqPY,大阪市中央区備後町3-1-2 日宝ｱﾄﾗｽﾋﾞﾙ1F,34.685216,135.502193,,,,https://ja-jp.facebook.com/cajinova0529/,https://tabelog.com/osaka/A2701/A270106/27098973/,1,0
32,5,味酒かむなび,かむなび,ChIJyScs1jbnAGARUQeqp0KsW2k,大阪市中央区内久宝寺町2-7-12,34.678223,135.51815,06-6765-0930,,,https://ja-jp.facebook.com/umazakekamunabi/,https://tabelog.com/osaka/A2701/A270204/27013958/,1,0
33,5,空堀 きぬ川,饂飩とお酒 からほり きぬ川,ChIJhzfAGjjnAGAR4zceuptz5Pk,大阪市中央区谷町7-6-35,34.673468,135.515259,06-6761-7744,,https://twitter.com/mousan1,,https://tabelog.com/osaka/A2701/A270204/27061119/,1,0
34,5,心斎橋日本酒酒場キャンプ,,ChIJuW1sFhvnAGARMeeQS4N8wX8,大阪市中央区南船場4-10-16セイゴビル1F,34.676898,135.498177,06-7181-3855,,,https://ja-jp.facebook.com/sakabacamp2018/,https://tabelog.com/osaka/A2701/A270201/27100369/,1,0
35,5,日本酒うなぎだに,うなぎだに,ChIJ4XgIPBfnAGARcBHU2RPzavw,大阪市中央区心斎橋筋1-3-28,34.67399,135.501935,06-4963-2547,,,https://ja-jp.facebook.com/ninonsyuunagidaniurananba/,https://tabelog.com/osaka/A2701/A270201/27085143/,1,0
36,5,和っか 心斎橋,,ChIJS66-KBfnAGARmcYETVQrDHU,大阪市中央区心斎橋筋1-3-10,34.673721,135.502157,06-6241-7780,,https://twitter.com/new_wakka,https://ja-jp.facebook.com/sinsaibasiwakka,https://tabelog.com/osaka/A2701/A270201/27085403/,1,0
37,5,にほん酒や一路,,ChIJAwBEQBTnAGAR8k-aoYhQW0U,大阪市中央区東心斎橋2-7-12 ﾎﾜｲﾄﾋﾞﾙ3F,34.670413,135.502896,,,,https://ja-jp.facebook.com/ichiro.sake/,https://tabelog.com/osaka/A2701/A270201/27089755/,1,0
38,5,まえだ家,,ChIJ0bgC6m7nAGARbhrCZ7dmjPs,大阪市中央区東心斎橋1-12-19 ｴｲﾄﾋﾞﾙﾁﾞﾝｸﾞB1F,34.674608,135.503706,06-4256-4200,,https://twitter.com/maedaya_0701,https://ja-jp.facebook.com/maedaya.megane/,https://tabelog.com/osaka/A2701/A270201/27099032/,1,0
39,5,うろこ屋,,ChIJ5c7v6BPjAGAR4kWZRNmWpyA,大阪市中央区東心斎橋2-6-13,34.670463,135.503716,06-4708-8258,,https://twitter.com/minamiurokoyama,https://ja-jp.facebook.com/UrokoYA/,https://tabelog.com/osaka/A2701/A270202/27104173/,1,0
40,6,大阪焼トンセンター,,ChIJg_gYVGrnAGARBAqeobKN1ak,大阪市中央区難波千日前3-19,34.665321,135.504263,06-4396-8109,,,,https://tabelog.com/osaka/A2701/A270202/27013558/,1,0
41,6,立呑みQ,,ChIJ_bNxuWvnAGARg_gApymmtgw,大阪市中央区難波千日前13-4,34.664249,135.503199,06-6633-8896,,,,https://tabelog.com/osaka/A2701/A270202/27057889/,1,0
42,6,日本酒酒場てんせん,,,大阪市中央区難波千日前14-18,34.663763,135.503358,06-6641-6566,,,https://ja-jp.facebook.com/nihonsyusakabatensen/,https://tabelog.com/osaka/A2701/A270202/27092599/,1,1
43,6,おまめさん,,ChIJyYN_2FHnAGAR7Il2G5Qg2-U,大阪市天王寺区上本町6-3-31 ﾊｲﾊｲﾀｳﾝ 1F,34.664477,135.51857,06-6776-7898,,,https://www.facebook.com/hihitownomame/,https://tabelog.com/osaka/A2701/A270205/27095670/,1,0
44,7,お酒といろいろ バンコ,,ChIJQVaSprHgAGARQc0JN1Psb9Q,大阪市天王寺区玉造元町4-8 2F,34.673426,135.531505,090-8366-3403,,https://twitter.com/uebanbanco,,https://tabelog.com/osaka/A2701/A270204/27075285/,1,0
45,7,穂゜ん亭,,ChIJN2w3IK7gAGAREHCNKUo1Hog,大阪市天王寺区玉造元町12－11,34.671188,135.530677,06-6768-9858,https://ponte1.jimdo.com/,,,https://tabelog.com/osaka/A2701/A270204/27073932/,1,0
46,7,酒toCurryアーチル,,ChIJKev32q_gAGARajP_WFlcug0,大阪市東成区東小橋1-18-31,34.671696,135.532969,070-2295-0260,,,https://ja-jp.facebook.com/saketocurryarchillt/,https://tabelog.com/osaka/A2701/A270204/27093557/,1,0
47,7,炭火焼鳥と蒟蒻の店 鶫屋,,ChIJB7mtjqjgAGAR66WJy0ojIBI,大阪市東成区東小橋3-20-31,34.666097,135.533813,06-4306-3299,,https://twitter.com/tugumiya08,https://ja-jp.facebook.com/turuhashitugumiya/,https://tabelog.com/osaka/A2701/A270205/27019516/,1,0
48,7,大阪まんぷく堂,,ChIJn-fNZqDgAGAReVwhdI15WS8,大阪市東成区大今里西3-4-14,34.668272,135.542012,06-6972-1199,,,https://ja-jp.facebook.com/manpukudou/,https://tabelog.com/osaka/A2701/A270306/27017087/,1,0
49,6,だいどこやまなか,,ChIJx_NGeW_nAGAR3p47XXd0CBY,大阪市浪速区敷津東2-2-1なんば木津市場場内,34.657042,135.499139,06-6636-3659,,,https://ja-jp.facebook.com/daidokoyamanaka/,https://tabelog.com/osaka/A2701/A270206/27075946/,1,0
50,6,あなぐま亭,,ChIJUx6wPmHnAGAR1dxNCCxw23U,大阪市浪速区恵美須西2-12-4恵美須ｺｰﾎﾟ新館1F,34.65303,135.503061,06-6641-5969,,https://twitter.com/anagumanuma,,https://tabelog.com/osaka/A2701/A270206/27076233/,1,0
51,9,日本料理 輪,,ChIJSVM9QuKOAGAR6PPWcd6YHVA,兵庫県神戸市中央区下山手通3-12-1,34.69339,135.188156,078-331-7657,,,https://ja-jp.facebook.com/motomachi.rin/,https://tabelog.com/hyogo/A2801/A280101/28000941/,1,0
52,9,和料理 みのり,,ChIJWasyhh2PAGARfojxN2Vcff8,兵庫県神戸市中央区下山手通4-10-20 2F,34.693007,135.186464,078-221-1127,,,https://www.facebook.com/pages/biz/japanese_restaurant-%E5%85%B5%E5%BA%AB%E7%9C%8C-%E7%A5%9E%E6%88%B8%E5%B8%82/%E5%92%8C%E6%96%99%E7%90%86-%E3%81%BF%E3%81%AE%E3%82%8A-444278215724359/,https://tabelog.com/hyogo/A2801/A280102/28042399/,1,0
53,9,立ち呑みさしみ屋 駅前 元町北店,,ChIJkwfLtuKOAGARt-0IqTyhhLk,兵庫県神戸市中央区北長狭通4-2-ことぶきビル1F,34.690557,135.187775,078-392-0087,,,https://ja-jp.facebook.com/EKIMAE.motokita/,https://tabelog.com/hyogo/A2801/A280102/28044156/,1,0
54,9,猿人 エンジン,,ChIJI5d5AQOPAGARfGxtGQRReX8,兵庫県神戸市中央区元町通4-1-1王ビル2F,34.686658,135.184387,090-2045-5904,http://kobeenjine.com/,,https://ja-jp.facebook.com/kobeenjine/,https://tabelog.com/hyogo/A2801/A280102/28049283/,1,0
55,9,酒処 粋,,ChIJXXSA5H2NGGARRElLg58I1aM,兵庫県神戸市中央区海岸通4-4-8,34.685747,135.184604,078-360-1320,,,,https://tabelog.com/hyogo/A2801/A280102/28048078/,1,0
56,9,キッチンつみき,,ChIJAQAQ1hyPAGARU3oUoMKuZdY,兵庫県神戸市中央区北長狭通5-4-7,34.689002,135.184504,078-331-9393,http://kitchentsumiki.jp/,,,https://tabelog.com/hyogo/A2801/A280102/28045897/,1,0
57,9,花隈佐々木,,ChIJa9N7pxyPAGARlN8hbW6Gui8,兵庫県神戸市中央区花隈町5-21花隈ダイヤハイツ,34.688335,135.182234,078-347-7778,http://hanakumasasaki.com/,,,https://tabelog.com/hyogo/A2801/A280102/28040555/,1,0
58,8,神戸和酒倶楽部ちょこ,,ChIJby_TXOGOAGARMtB1QtIP78g,兵庫県神戸市中央区中山手通1-7-21,34.694885,135.192428,078-391-7877,,,,https://tabelog.com/hyogo/A2801/A280101/28047054/,1,0
59,8,旬彩割烹 姫膳,,,兵庫県神戸市中央区北長狭通2-5-1,34.691866,135.190211,078-391-5585,,,,https://tabelog.com/hyogo/A2801/A280101/28033175/,1,0
60,8,亀遊,,ChIJp-dwoUdWUTURpFDVRcS9tXM,兵庫県神戸市中央区中山手通1-7-12,34.695404,135.192133,078-331-5575,,,,https://tabelog.com/hyogo/A2801/A280101/28045073/,1,0
61,8,ロゼパピヨン,,ChIJUWcy9OOOAGARjGT8TwZ9JtI,兵庫県神戸市中央区中山手通1-7-20,34.695032,135.192375,078-333-1226,,,https://www.facebook.com/KobeRosePapillon/,https://tabelog.com/hyogo/A2801/A280101/28002175/,1,0
62,8,味範家,,ChIJAQAQc-OOAGAR_RgLTI_RZXY,兵庫県神戸市中央区下山手通2-11-1 KSMビル304,34.693332,135.19052,050-5595-1805,,,https://www.facebook.com/minoriya304/,https://tabelog.com/hyogo/A2801/A280101/28050979/,1,0
63,8,料理と地酒 献 -けん-,,ChIJHY7cw-aOAGARJWiHyG5Wj3g,兵庫県神戸市中央区中山手通1-20,34.698279,135.192392,078-230-3062,,,https://www.facebook.com/ken0819.kobe/,https://tabelog.com/hyogo/A2801/A280102/28047157/,1,0
64,8,Kikuichi,,ChIJwxZqspMIAWARQnlq0I45qkE,兵庫県神戸市中央区下山手通2-12-6,34.693229,135.1895,078-955-2666,,,,https://tabelog.com/hyogo/A2801/A280101/28049678/,1,0
65,8,ぼでが 日本酒とおばんざい,,NULLChIJIcEEYOSOAGARAEIQfNUaEck,兵庫県神戸市中央区中山手通1-8-1,34.694732,135.192708,078-322-3665,http://hitosakeichie.jimdo.com,,http://www.facebook.com/bodega2012,https://tabelog.com/hyogo/A2801/A280101/28035609/,1,0
66,8,七海 NANAUMI,,ChIJN6SituOOAGARtYJ6izAcdlE,兵庫県神戸市中央区下山手通2-16-8,34.694143,135.189556,078-331-3515,,,,https://tabelog.com/hyogo/A2801/A280101/28031946/,1,0
67,8,さくらバー,,ChIJc9RId4c5AWARMDe7HvpXeZM,兵庫県神戸市中央区琴ノ緒町3-3-17,34.697068,135.196,078-252-7234,,,,https://tabelog.com/hyogo/A2801/A280101/28050018/,1,0
68,10,銘酒佳肴さなみ,,,兵庫県神戸市灘区稗原町2-3-22,34.713808,135.235452,078-779-9179,,,,https://tabelog.com/hyogo/A2801/A280108/28001924/,0,0
69,10,鶏・串焼き といろ,,ChIJU7Ei7jqMAGARsdc,兵庫県神戸市灘区稗原町2-3-22,34.713808,135.235452,078-862-5316,,,,https://tabelog.com/hyogo/A2801/A280108/28044406/,1,0
70,10,料理やDoI,,ChIJ1wfeXDqMAGARppav4Ad_hcU,兵庫県神戸市灘区稗原町1-3-21,34.71415,135.236585,078-821-6899,,,https://www.facebook.com/%E9%B6%8F%E4%B8%B2%E7%84%BC%E3%81%8D-%E3%81%A8%E3%81%84%E3%82%8D-612840808737552/,https://tabelog.com/hyogo/A2801/A280108/28022061/,1,0
71,10,小枝鶏 さえどり,,ChIJoQPAzDmMAGAR8zDRO0ieFeY,兵庫県神戸市灘区深田町2-1-12,34.714858,135.240734,078-779-1970,,,,,0,0
72,10,Chinese-kitchen博,,ChIJG0aZuDmMAGARkZpDJlUiam0,兵庫県神戸市灘区深田町3-5-2ルミエール六甲1F,34.715594,135.240029,078-811-3337,,https://twitter.com/chinesehiro,,https://tabelog.com/hyogo/A2801/A280108/28033666/,1,0
73,14,チドリアシ,,ChIJ_Uaf3ioGAWARM08nBO1mYtw,京都府京都市中京区堀川御池西入ル大文字町233-6,35.010766,135.750008,075-841-8881,,,https://www.facebook.com/kyoto.chidoriashi,https://tabelog.com/kyoto/A2601/A260203/26005483/,1,0
74,14,居酒屋 あおぎ屋,,ChIJTwafGLUHAWARkw8RxgXRfoQ,京都府京都市右京区西院西淳和院町22,35.005303,135.730769,050-5593-7612,,,,https://tabelog.com/kyoto/A2601/A260401/26028827/,1,0
75,14,マエダダイナスティー西入ル,,ChIJzThyqEoGAWARgffLJgOIVjw,京都府京都市中京区壬生西土居ノ内町19,35.003425,135.73306,075-314-6011,,,,https://tabelog.com/kyoto/A2601/A260401/26018418/,1,0
76,14,さかぶくろ,,ChIJdbODGzUGAWARlrZU7DSgzws,京都府京都市中京区壬生仙念町10-5,35.000089,135.735196,075-354-6676,,,,https://tabelog.com/kyoto/A2601/A260401/26016972/,1,0
77,14,提灯食堂,,ChIJbbFl-DUGAWARgf8gl8YhvLk,京都府京都市中京区壬生西檜町11-3,35.00022,135.733244,075-203-4084,,,,https://tabelog.com/kyoto/A2601/A260401/26026248/,1,0
78,14,炭のクチ,,ChIJaU2ZoEsGAWARWbXw9v28W2o,京都府京都市右京区西院矢掛町14,34.999653,135.729802,075-874-4784,,https://twitter.com/suminokuchi,,,1,0
79,14,酒肴 かおりぐさ,,,京都府京都市中京区壬生東桧町30,35.013058,135.736221,070-5433-4489,,,https://ja-jp.facebook.com/%E9%85%92%E8%82%B4-%E3%81%8B%E3%81%8A%E3%82%8A%E3%81%90%E3%81%95-311752839021726/,,0,0
80,13,和酒 美ずき,,ChIJVVU5i4QIAWAR_RVdgqnEGF4,京都府京都市中京区榎木町91-2,35.012852,135.768265,075-241-4007,,,https://ja-jp.facebook.com/pages/category/Japanese-Restaurant/%E5%92%8C%E9%85%92-%E7%BE%8E%E3%81%9A%E3%81%8D-1515029532120400/,https://tabelog.com/kyoto/A2601/A260201/26029889/,1,0
81,13,うまいもんや いっしょう,,ChIJ6e5ygo4IAWAR6Z9KT0RCwnU,京都府京都市中京区山本町427,35.012644,135.766276,075-231-1711,,,https://ja-jp.facebook.com/pages/category/Company/%E3%81%86%E3%81%BE%E3%81%84%E3%82%82%E3%82%93%E3%82%84-%E3%81%84%E3%81%A3%E3%81%97%E3%82%87%E3%81%86-446798702026458/,https://tabelog.com/kyoto/A2601/A260201/26023856/,1,0
82,13,蕎麦と肴 周知,,ChIJ2b4ClM0HAWARNxPpBdT_vQ4,京都府京都市中京区二条通富野小路東入ル尾張町230-2,35.013139,135.76589,075-744-1483,,,,https://tabelog.com/kyoto/A2601/A260202/26024624/,1,0
83,11,酒亭 道や,,ChIJlVcL_YYIAWARjwmg8vSoQno,京都府京都市中京区両替町通二条下る金吹町478,35.009747,135.758535,050-5594-2065,,https://twitter.com/shutei_michiya,https://www.facebook.com/shutei.michiya/,https://tabelog.com/kyoto/A2601/A260202/26029345/,1,0
84,11,おばんざいと鶏 京は菜,,ChIJn4G_B4QIAWARzJ8YV_0RIpY,京都府京都市中京区町頭町89,35.006992,135.756911,075-251-6990,,,,https://tabelog.com/kyoto/A2601/A260202/26028544/,1,0
85,11,旬・炭火焼 んまい,,,京都府京都市中京区烏丸通六角東入ル堂之前町231,35.004192,135.760191,075-255-1406,http://www.unmai.jp/,,,https://tabelog.com/kyoto/A2601/A260202/26000057/,0,0
86,11,益や酒店,,ChIJbxA4KJQIAWARLR7BzeEoDU0,京都府京都市中京区御幸町通り四条上ル大日町426,35.006331,135.766438,075-256-0221,https://masuya-saketen.com/,,,https://tabelog.com/kyoto/A2601/A260201/26025459/,1,0
87,11,亀山学,,ChIJxczQI2_YUzURsxdyXMiuyWs,京都府京都市中京区蛸薬師室町西入る姥柳町192,35.004267,135.757111,075-211-6882,https://www.facebook.com/KameyamaManabu2016/,,,https://tabelog.com/kyoto/A2601/A260202/26029063/,1,0
88,11,酒とお料理 つぐ,,ChIJCyoTepsIAWAR5qzn3TEsOSg,京都府京都市中京区室町新町の間観音堂町468,35.004748,135.757491,075-231-8979,https://tsugu.owst.jp/,,,https://tabelog.com/kyoto/A2601/A260202/26020766/,1,0
89,11,富小路 鱗,,ChIJsQVtyJYIAWARw5HVRxWU8qU,京都府京都市中京区富小路通錦小路下る西大文字町602,35.004153,135.765049,075-229-1616,http://tominokoji-uroko.jp/,,https://ja-jp.facebook.com/tominokoji.uroko/,https://tabelog.com/kyoto/A2601/A260202/26017822/,1,0
90,12,薄伽梵ハヂメ,,ChIJ18GCs5UIAWARbDS7TWllXdU,京都府京都市中京区中之町565-23,35.004739,135.767849,075-231-1774,,,,https://tabelog.com/kyoto/A2601/A260201/26022644/,1,0
91,12,焼鳥 おこし,,ChIJ5bwtUpQIAWAReD3oS7HEpUA,京都府京都市中京区中之町577-12,35.008328,135.768237,075-275-1317,,,,https://tabelog.com/kyoto/A2601/A260201/26028180/,1,0
92,12,酒蔵,,Eijml6XmnKzjgIHlhbXluqvnnIzopb_lrq7luIIg6YWS6JS16YCa44KKIi4qLAoUChIJm4T-m-3yAGARwKArrN8c0igSFAoSCYvKbeWo9ABgEXBaXXJ4LYzB,京都府京都市中京区木屋町三条下ル石屋町122-4,35.007428,135.770957,050-5593-8803,http://bar-shukura.com/,,https://www.facebook.com/JapaneseBarsyukura/,https://tabelog.com/kyoto/A2601/A260201/26022286/,1,0
93,12,酒バー 月之舟入,,ChIJv0-S1LEJAWAR6lhrRA0SWGs,京都府京都市中京区木屋町三条下ル材木町184,35.007597,135.770734,080-1477-7828,,,https://ja-jp.facebook.com/tsukinofunairi/,https://tabelog.com/kyoto/A2601/A260301/26029621/,1,0
94,12,ヘルシー野菜と地酒 先斗町佳酔,,ChIJKQUNgYMIAWARcY1vyo7kYNU,京都府京都市中京区先斗町通三条下ル若松町137-3,35.00642,135.771173,075-255-9933,https://kasui.owst.jp/,,,https://tabelog.com/kyoto/A2601/A260201/26028188/,1,0
95,12,京町家おばんざい こはく,,ChIJmbyIv5QIAWARDSUj2-xnwW4,京都府京都市中京区南車屋町282,35.000681,135.769979,075-252-6555,http://kohaku-kyoto.jp/,,https://ja-jp.facebook.com/%E4%BA%AC%E7%94%BA%E5%AE%B6%E3%81%8A%E3%81%B0%E3%82%93%E3%81%96%E3%81%84-%E3%81%93%E3%81%AF%E3%81%8F-292098814595776/,https://tabelog.com/kyoto/A2601/A260201/26030286/,1,0
96,12,京のむすびめ,,ChIJs0AKp78IAWARGbsmf5ujsLI,京都府京都市下京区木屋町通仏光寺下ル和泉屋町160,34.999379,135.769432,075-371-0055,http://kyo-no-musubime.com/ja/,,,https://tabelog.com/kyoto/A2601/A260201/26025931/,1,0
97,12,大衆酒場 こうじゑん,,ChIJYeI7aeUJAWARchqvf0buFsk,京都府京都市下京区幸竹町382-14,34.998943,135.767338,075-344-4600,,,,,1,0
98,12,鉄板とお酒 宗や,,ChIJt_vphL4IAWARzAn-4eDo7uM,京都府京都市下京区松原通寺町西入石不動之町700,34.997221,135.755068,075-204-5276,,,,https://tabelog.com/kyoto/A2601/A260201/26029708/,1,0
99,15,JAPANESE SAKE BAR もろはく,もろはく 札幌,ChIJt43_D4UpC18ROJqdP3FQA3w,北海道札幌市中央区南3西6インフィニ桂和22ビル6F,43.05595,141.349829,011-232-0689,http://morohaku.jp/,,,https://tabelog.com/hokkaido/A0101/A010103/1000589/,1,0
100,15,日本酒BAR にゃごりん,,ChIJFXVGPoQpC18RCQqOd3J_qzE,北海道札幌市中央区南4西3第2グリーンビル6F,43.055885,141.354866,011-513-5299,,https://twitter.com/nyagorin1,https://www.facebook.com/nyagorin.bar,https://tabelog.com/hokkaido/A0101/A010103/1040079/,1,0
101,15,蔵美庭gravity,,ChIJfUxX0YUpC18RwFxD70LU-TU,北海道札幌市中央区南5西4南興ビル9F,43.054623,141.353377,011-252-7877,https://ameblo.jp/kenji-518/entry-12299422165.html,,https://ja-jp.facebook.com/Ikoinosakegravity/,https://tabelog.com/hokkaido/A0101/A010103/1057155/,1,0
